Subject,Age,Ethnicity,Sex,Block,TargetFeature,Lag,T1Pos,T2Pos,T2isT1,T1SPE,T2SPE,T1RespPos,T2RespPos,T1Resp,T2Resp,T1Conf,T2Conf,Stim1,Stim2,Stim3,Stim4,Stim5,Stim6,Stim7,Stim8,Stim9,Stim10,Stim11,Stim12,Stim13,Stim14,Stim15,Stim16,Stim17,Stim18,Stim19,Stim20,Stim21,Stim22,Stim23,Stim24,Stim25,Stim26
31,20,White/Caucasian,female,3,Annulus,2,6,8,0,1,6,7,14,G,P,3,3,D,N,A,J,L,W,G,H,B,Y,E,C,O,P,F,R,X,U,V,K,M,Z,T,Q,I,S
31,20,White/Caucasian,female,3,Annulus,9,7,16,0,6,-12,13,4,P,F,3,3,C,Q,U,F,Z,N,E,T,S,K,M,I,P,L,H,X,O,V,R,Y,B,J,A,W,G,D
31,20,White/Caucasian,female,3,Annulus,2,9,11,0,2,3,11,14,S,I,3,1,R,K,Q,X,A,W,F,Z,Y,N,S,G,O,I,P,U,V,H,T,M,L,D,J,B,E,C
31,20,White/Caucasian,female,3,Annulus,3,8,11,,1,,9,,B,,2,2,O,T,C,J,W,P,F,L,B,H,X,Y,Z,E,R,Q,G,S,M,N,K,A,I,V,D,U
31,20,White/Caucasian,female,3,Annulus,1,10,11,0,0,-2,10,9,K,L,3,2,Y,H,V,U,E,S,M,R,L,K,I,C,N,G,D,A,W,Z,Q,T,F,P,J,O,X,B
31,20,White/Caucasian,female,3,Annulus,3,10,13,0,1,3,11,16,Q,P,3,3,V,Y,S,E,Z,J,A,X,G,D,Q,U,O,W,T,P,L,N,R,M,F,H,C,B,I,K
31,20,White/Caucasian,female,3,Annulus,2,10,12,0,0,7,10,19,G,D,3,3,E,S,X,K,Y,L,O,Z,H,G,I,M,B,V,A,P,N,C,D,U,F,R,Q,W,J,T
31,20,White/Caucasian,female,3,Annulus,6,10,16,0,1,1,11,17,B,P,3,3,C,Z,V,F,Y,H,Q,O,N,G,B,I,E,K,X,D,P,T,U,L,J,W,R,A,M,S
31,20,White/Caucasian,female,3,Annulus,6,9,15,0,1,0,10,15,H,B,3,1,E,O,V,J,W,X,A,K,U,H,D,Q,Y,R,B,F,T,M,Z,G,I,L,S,C,N,P
31,20,White/Caucasian,female,3,Annulus,1,9,10,,1,,10,,H,F,3,3,Q,N,K,E,S,J,A,I,C,H,M,T,Z,Y,W,P,U,D,G,X,B,L,V,R,O,F
31,20,White/Caucasian,female,3,Annulus,1,10,11,0,0,11,10,22,V,P,3,3,B,L,S,O,A,K,Z,R,W,V,Y,F,Q,N,D,C,J,M,I,E,H,P,T,U,G,X
31,20,White/Caucasian,female,3,Annulus,1,7,8,0,1,5,8,13,T,F,3,3,L,J,K,N,S,U,B,T,O,D,I,X,F,W,H,A,C,M,G,Z,Y,Q,P,R,V,E
31,20,White/Caucasian,female,3,Annulus,6,8,14,0,,1,,15,,P,3,3,F,U,I,A,M,H,C,N,K,D,Q,V,O,Z,P,G,L,Y,R,E,J,W,X,T,S,B
31,20,White/Caucasian,female,3,Annulus,1,9,10,0,1,-3,10,7,K,F,3,3,N,V,Q,P,B,X,F,J,G,K,M,T,O,Z,I,A,U,W,S,E,C,R,D,L,Y,H
31,20,White/Caucasian,female,3,Annulus,2,6,8,0,2,-4,8,4,B,F,2,2,C,X,G,F,L,P,W,B,Z,A,D,R,S,E,H,M,U,N,K,Q,J,V,I,T,O,Y
31,20,White/Caucasian,female,3,Annulus,2,7,9,1,1,-2,8,7,B,D,2,1,E,K,H,L,X,V,D,B,P,O,C,N,Q,Y,R,G,T,W,F,Z,U,I,J,M,A,S
31,20,White/Caucasian,female,3,Annulus,9,6,15,0,10,-7,16,8,L,K,3,3,E,V,D,C,U,I,O,K,A,M,T,F,H,Y,X,L,R,J,N,W,G,B,Z,P,Q,S
31,20,White/Caucasian,female,3,Annulus,9,6,15,0,14,-5,20,10,S,F,1,3,K,C,R,D,N,H,I,Q,E,F,O,W,M,U,X,G,P,T,V,S,Z,Y,A,B,L,J
31,20,White/Caucasian,female,4,Annulus,1,10,11,0,,11,,22,,F,,3,Z,D,E,V,X,P,B,I,O,H,C,L,W,S,Y,R,J,U,Q,T,A,F,N,K,G,M
31,20,White/Caucasian,female,4,Annulus,3,10,13,0,2,-5,12,8,R,D,3,2,V,U,Q,I,L,X,A,D,M,T,Z,R,S,G,W,E,N,J,C,P,Y,B,H,F,O,K
31,20,White/Caucasian,female,4,Annulus,2,6,8,0,8,10,14,18,E,T,2,1,P,D,B,F,N,H,V,K,M,J,G,R,Y,E,A,Z,S,T,I,U,W,X,Q,C,L,O
31,20,White/Caucasian,female,4,Annulus,6,6,12,0,0,2,6,14,W,K,3,3,G,N,T,E,S,W,L,J,M,I,P,A,X,K,Z,R,O,C,H,B,V,U,Y,F,Q,D
31,20,White/Caucasian,female,4,Annulus,3,10,13,0,15,-6,25,7,H,T,2,2,M,O,X,P,A,S,T,W,U,K,F,C,G,N,E,V,B,D,L,Y,I,J,R,Z,H,Q
31,20,White/Caucasian,female,4,Annulus,6,7,13,0,-1,2,6,15,M,H,3,3,B,A,F,C,Z,M,G,V,R,N,P,T,Y,U,H,Q,X,L,D,O,E,K,S,W,J,I
31,20,White/Caucasian,female,4,Annulus,6,7,13,0,0,-10,7,3,V,T,3,3,Y,S,T,X,G,N,V,I,B,R,C,K,A,O,L,W,M,D,P,H,E,F,Q,U,J,Z
31,20,White/Caucasian,female,4,Annulus,2,10,12,0,0,1,10,13,P,B,3,3,V,I,H,A,C,O,S,N,W,P,L,Q,B,J,Y,U,E,K,F,Z,D,T,M,X,G,R
31,20,White/Caucasian,female,4,Annulus,3,7,10,0,1,2,8,12,D,U,3,3,A,T,E,Q,C,I,J,D,B,Z,S,U,K,P,R,O,W,N,G,F,Y,L,X,M,V,H
31,20,White/Caucasian,female,4,Annulus,2,9,11,0,1,4,10,15,V,A,3,1,N,X,B,G,J,W,M,Z,F,V,L,R,Q,I,A,P,S,U,K,Y,E,T,D,H,O,C
31,20,White/Caucasian,female,4,Annulus,9,7,16,0,1,2,8,18,R,D,3,3,E,O,K,C,H,Z,M,R,A,Y,V,P,W,I,X,B,Q,D,N,J,T,G,L,F,U,S
31,20,White/Caucasian,female,4,Annulus,6,6,12,0,2,1,8,13,S,D,3,3,A,R,T,L,F,X,I,S,Q,P,E,B,D,J,Z,O,G,N,H,Y,C,V,W,K,U,M
31,20,White/Caucasian,female,4,Annulus,9,8,17,0,1,-16,9,1,W,C,3,3,C,I,Z,R,M,Y,O,B,W,H,F,S,L,A,K,D,X,J,N,T,U,G,E,V,P,Q
31,20,White/Caucasian,female,4,Annulus,1,9,10,0,1,1,10,11,M,O,3,3,X,B,I,S,E,G,N,L,P,M,O,T,C,K,H,U,J,Z,V,F,A,R,W,D,Y,Q
31,20,White/Caucasian,female,4,Annulus,1,8,9,0,0,0,8,9,V,L,3,3,Z,J,T,E,F,K,O,V,L,C,N,U,H,I,X,G,A,B,S,M,Q,W,Y,P,D,R
31,20,White/Caucasian,female,4,Annulus,9,9,18,0,2,-14,11,4,P,D,3,3,N,G,X,D,W,T,Q,E,Z,I,P,B,H,O,F,Y,A,U,C,R,V,M,K,L,S,J
31,20,White/Caucasian,female,4,Annulus,2,8,10,1,2,-2,10,8,W,O,3,3,B,H,P,R,C,Y,T,O,J,W,N,U,Z,D,M,G,F,X,L,A,Q,V,I,K,S,E
31,20,White/Caucasian,female,4,Annulus,6,10,16,1,1,-6,11,10,B,L,3,3,M,X,O,P,A,Z,W,N,G,L,B,D,J,K,I,T,Q,H,R,S,C,U,E,Y,V,F
31,20,White/Caucasian,female,4,Annulus,6,8,14,0,1,-2,9,12,C,L,3,3,V,M,E,Z,G,F,N,P,C,D,R,L,K,H,J,T,O,B,Y,Q,A,S,U,I,W,X
31,20,White/Caucasian,female,4,Annulus,3,8,11,0,0,0,8,11,M,O,3,3,S,C,I,W,U,G,Q,M,V,K,O,B,P,E,D,N,Z,H,L,T,Y,F,X,J,A,R
31,20,White/Caucasian,female,4,Annulus,1,10,11,0,1,-3,11,8,W,D,3,1,I,A,P,L,O,K,Q,D,F,B,W,S,J,U,R,M,V,Y,Z,X,G,C,T,N,H,E
31,20,White/Caucasian,female,4,Annulus,2,7,9,0,1,0,8,9,Q,R,3,3,A,H,B,I,Z,X,K,Q,R,V,F,D,M,N,W,E,O,P,L,T,C,J,U,S,Y,G
31,20,White/Caucasian,female,4,Annulus,9,6,15,,1,,7,,D,O,3,3,S,F,T,B,H,V,D,M,Z,W,N,R,X,P,I,Q,K,Y,G,L,C,J,U,E,A,O
31,20,White/Caucasian,female,4,Annulus,3,8,11,0,2,-4,10,7,B,S,3,3,H,G,M,X,D,N,S,O,P,B,I,E,Z,U,C,F,J,W,V,L,Q,A,K,Y,T,R
31,20,White/Caucasian,female,4,Annulus,3,6,9,0,1,-4,7,5,O,V,,3,H,K,B,W,V,X,O,N,E,F,P,G,U,L,J,M,D,Y,I,R,Q,Z,S,A,C,T
31,20,White/Caucasian,female,4,Annulus,6,8,14,0,2,-13,10,1,R,S,3,3,S,D,C,Z,Q,W,K,P,E,R,I,J,F,H,O,B,T,V,M,L,N,X,Y,A,G,U
31,20,White/Caucasian,female,4,Annulus,3,9,12,0,7,0,16,12,S,L,3,3,J,C,V,F,B,H,N,W,M,U,O,L,P,R,Y,S,T,I,X,G,K,E,Z,D,Q,A
31,20,White/Caucasian,female,4,Annulus,6,10,16,1,1,-6,11,10,D,Q,3,3,F,V,P,I,U,K,H,S,L,Q,D,B,N,O,A,T,E,J,X,R,Z,M,Y,W,C,G
31,20,White/Caucasian,female,4,Annulus,2,9,11,0,1,2,10,13,M,V,3,3,B,O,U,Z,F,S,Q,D,Y,M,H,G,V,J,W,I,C,E,T,P,A,R,K,N,L,X
31,20,White/Caucasian,female,4,Annulus,9,9,18,0,0,-5,9,13,P,L,3,3,I,M,V,Q,F,N,E,Y,P,J,G,Z,L,B,X,W,R,T,H,S,A,D,U,O,C,K
31,20,White/Caucasian,female,4,Annulus,2,7,9,1,-6,-2,1,7,V,W,3,3,V,Y,Q,K,T,L,W,J,H,A,X,D,N,E,U,S,Z,R,I,G,F,M,B,C,P,O
31,20,White/Caucasian,female,4,Annulus,3,9,12,0,1,4,10,16,A,V,3,3,G,N,D,T,H,W,M,K,U,A,Z,E,R,O,Q,V,P,C,J,Y,F,S,I,X,L,B
31,20,White/Caucasian,female,4,Annulus,9,6,15,0,1,0,7,15,K,B,3,3,V,R,Z,U,O,J,K,D,A,C,L,M,Q,S,B,F,P,W,I,N,H,E,G,Y,X,T
31,20,White/Caucasian,female,4,Annulus,2,10,12,0,0,3,10,15,B,S,3,3,N,E,Y,J,F,W,M,U,Z,B,P,X,G,V,S,T,O,D,C,Q,H,L,R,I,A,K
31,20,White/Caucasian,female,4,Annulus,2,8,10,0,1,7,9,17,U,D,3,3,W,N,H,R,E,Y,C,Z,U,S,T,L,O,F,Q,B,D,G,X,P,M,A,I,J,K,V
31,20,White/Caucasian,female,4,Annulus,1,6,7,0,1,13,7,20,B,S,3,1,Q,R,L,M,T,D,B,N,I,P,C,V,W,J,U,E,O,Z,A,S,X,Y,F,H,K,G
31,20,White/Caucasian,female,4,Annulus,2,6,8,0,-1,1,5,9,T,S,3,3,O,W,K,M,T,J,C,N,S,R,F,Z,E,H,X,V,U,P,Q,I,B,Y,L,A,G,D
31,20,White/Caucasian,female,4,Annulus,3,7,10,0,0,2,7,12,O,A,3,3,T,G,Q,R,F,W,O,P,H,J,S,A,N,U,K,M,Y,D,X,B,I,C,L,E,V,Z
31,20,White/Caucasian,female,4,Annulus,3,6,9,0,1,1,7,10,M,C,3,3,B,A,S,Z,P,T,M,K,O,C,G,F,D,N,X,H,U,Y,Q,I,V,L,J,W,R,E
31,20,White/Caucasian,female,4,Annulus,9,8,17,0,0,-4,8,13,K,Z,3,3,B,Q,O,I,L,Y,U,K,X,F,P,J,Z,R,C,N,W,T,D,H,S,G,E,M,A,V
31,20,White/Caucasian,female,4,Annulus,1,9,10,0,1,14,10,24,T,F,3,1,K,J,L,Q,O,N,H,A,V,T,Z,G,I,R,M,B,W,E,S,U,Y,X,D,F,C,P
31,20,White/Caucasian,female,4,Annulus,9,10,19,0,0,-10,10,9,M,E,3,3,G,Q,X,D,J,K,T,B,E,M,Z,C,H,F,L,R,P,N,V,S,Y,W,I,A,U,O
31,20,White/Caucasian,female,4,Annulus,1,7,8,0,1,-4,8,4,N,F,3,1,M,L,I,F,B,D,C,N,W,Z,U,A,J,V,O,T,E,Q,S,Y,K,X,G,P,R,H
31,20,White/Caucasian,female,4,Annulus,9,7,16,0,11,-5,18,11,L,B,1,1,P,Q,H,E,C,O,Z,I,R,S,B,Y,T,D,G,U,V,L,A,N,M,J,K,W,X,F
31,20,White/Caucasian,female,4,Annulus,1,6,7,0,2,10,8,17,S,E,3,1,I,O,F,H,D,G,X,S,V,Y,P,Q,M,U,B,C,E,A,W,N,J,L,Z,T,K,R
31,20,White/Caucasian,female,4,Annulus,1,8,9,0,1,5,9,14,G,K,3,1,L,V,R,M,T,A,H,Q,G,Z,E,F,B,K,U,W,D,N,Y,J,S,C,X,I,P,O
31,20,White/Caucasian,female,4,Annulus,6,9,15,,1,,10,,M,,,,H,K,Y,I,N,R,G,C,L,M,A,T,D,O,S,J,U,F,P,Z,B,Q,V,W,E,X
31,20,White/Caucasian,female,4,Annulus,1,7,8,0,0,0,7,8,B,P,3,3,K,W,S,C,O,M,B,P,X,T,N,G,A,R,D,Z,U,V,Q,J,Y,L,F,E,H,I
31,20,White/Caucasian,female,4,Annulus,6,9,15,0,0,-4,9,11,D,E,3,3,G,K,S,O,U,F,X,M,D,Q,E,B,H,Y,Z,I,N,P,R,C,J,L,T,W,A,V
31,20,White/Caucasian,female,4,Annulus,9,10,19,0,-5,1,5,20,D,F,3,3,X,M,C,T,D,Y,E,P,G,H,Z,R,O,L,W,N,V,Q,U,F,I,K,B,S,A,J
31,20,White/Caucasian,female,5,Annulus,6,9,15,0,1,1,10,16,G,L,3,3,Z,U,S,N,W,F,Q,K,A,G,D,R,T,B,X,L,J,Y,I,H,P,V,O,C,E,M
31,20,White/Caucasian,female,5,Annulus,3,9,12,1,1,-3,10,9,W,R,3,3,S,K,U,I,J,Y,G,N,R,W,B,H,F,M,L,X,D,P,V,Q,E,T,Z,C,O,A
31,20,White/Caucasian,female,5,Annulus,9,6,15,0,1,1,7,16,L,T,3,3,D,W,P,H,G,X,L,M,Y,U,I,N,V,E,Z,T,J,K,C,F,R,A,Q,O,B,S
31,20,White/Caucasian,female,5,Annulus,2,8,10,0,0,-1,8,9,A,O,3,3,H,T,G,N,D,X,J,A,O,C,U,I,F,M,E,S,K,W,Q,Y,R,Z,L,P,B,V
31,20,White/Caucasian,female,5,Annulus,9,8,17,0,0,6,8,23,J,L,3,3,P,I,T,G,Y,W,U,J,M,V,O,X,K,E,S,D,N,F,H,B,C,Z,L,A,Q,R
31,20,White/Caucasian,female,5,Annulus,3,8,11,0,1,2,9,13,R,D,3,3,J,C,A,U,Y,Q,I,X,R,N,E,L,D,G,O,Z,S,P,B,V,T,H,K,F,W,M
31,20,White/Caucasian,female,5,Annulus,1,10,11,0,-1,0,9,11,P,E,3,3,X,U,L,S,D,Z,N,M,P,V,E,B,W,Q,K,F,J,I,O,R,C,A,H,Y,T,G
31,20,White/Caucasian,female,5,Annulus,2,7,9,0,2,9,9,18,R,E,3,3,Q,M,H,L,K,Y,A,F,R,N,T,Z,W,X,O,I,C,E,G,S,V,D,B,J,U,P
31,20,White/Caucasian,female,5,Annulus,6,10,16,0,0,0,10,16,I,S,3,3,G,Q,F,B,V,A,H,R,D,I,Z,K,Y,O,J,S,L,N,C,E,X,M,U,T,W,P
31,20,White/Caucasian,female,5,Annulus,3,6,9,0,13,13,19,22,J,K,3,3,U,G,P,X,A,F,Z,R,L,Q,N,Y,E,C,M,D,B,W,J,V,S,K,T,H,I,O
31,20,White/Caucasian,female,5,Annulus,1,6,7,,1,,7,,P,,,3,J,X,U,K,V,Y,P,I,W,F,M,L,H,N,C,D,R,B,G,A,O,S,Z,E,T,Q
31,20,White/Caucasian,female,5,Annulus,2,9,11,0,1,-9,10,2,Q,D,,3,L,D,H,E,R,J,I,A,U,Q,Y,M,F,S,N,B,Z,G,T,K,X,W,P,O,C,V
31,20,White/Caucasian,female,5,Annulus,3,6,9,0,18,-1,24,8,D,J,3,3,P,K,N,F,I,H,Z,J,T,S,Y,B,U,W,A,V,R,L,C,O,M,G,E,D,Q,X
31,20,White/Caucasian,female,5,Annulus,1,10,11,0,1,1,11,12,G,F,3,3,T,S,N,B,H,P,A,Y,R,U,G,F,I,W,V,Z,O,D,M,E,Q,J,X,C,L,K
31,20,White/Caucasian,female,5,Annulus,9,9,18,0,1,-11,10,7,B,F,3,3,U,I,J,D,P,Q,F,C,E,B,Z,L,M,G,S,T,A,X,K,H,W,O,Y,N,R,V
31,20,White/Caucasian,female,5,Annulus,2,6,8,0,0,7,6,15,W,E,3,3,J,H,M,O,K,W,A,S,Y,B,T,G,V,P,E,X,U,N,F,Z,D,Q,R,L,C,I
31,20,White/Caucasian,female,5,Annulus,3,9,12,0,0,-2,9,10,C,O,3,3,V,Y,H,X,L,N,P,R,C,O,F,W,D,S,G,E,J,I,A,T,Q,B,Z,M,K,U
31,20,White/Caucasian,female,5,Annulus,6,7,13,0,1,0,8,13,F,E,3,3,H,X,C,T,U,G,R,F,B,O,A,Z,E,I,S,V,N,P,Y,D,W,L,Q,K,J,M
31,20,White/Caucasian,female,5,Annulus,1,9,10,0,1,-4,10,6,E,G,3,3,S,A,X,Y,K,G,D,B,L,E,U,W,F,P,Q,R,M,V,O,Z,H,I,J,T,C,N
31,20,White/Caucasian,female,5,Annulus,6,10,16,0,0,-1,10,15,N,J,3,3,Q,A,R,C,K,G,Y,E,F,N,U,P,S,M,J,V,I,H,O,B,W,L,Z,T,D,X
31,20,White/Caucasian,female,5,Annulus,2,7,9,1,1,-2,8,7,C,Q,3,3,F,V,A,P,Y,R,Q,C,J,B,D,X,N,E,S,I,Z,O,G,T,L,W,M,H,K,U
31,20,White/Caucasian,female,5,Annulus,6,7,13,0,-3,-12,4,1,Q,J,3,3,J,A,T,Q,O,K,X,Y,P,I,V,H,W,E,G,F,N,Z,S,B,C,M,L,R,U,D
31,20,White/Caucasian,female,5,Annulus,3,7,10,0,-1,2,6,12,S,F,1,2,W,J,K,V,C,S,O,R,N,A,G,F,U,T,B,M,Y,Z,D,L,Q,H,I,X,E,P
31,20,White/Caucasian,female,5,Annulus,9,10,19,0,3,-6,13,13,F,F,2,3,L,S,G,V,T,X,Q,N,K,I,Z,C,F,H,W,M,A,Y,B,O,R,J,P,E,U,D
31,20,White/Caucasian,female,5,Annulus,9,9,18,0,0,1,9,19,C,Z,3,3,Q,O,G,L,R,B,V,Y,C,I,A,J,E,S,T,X,W,P,Z,N,U,K,D,F,H,M
31,20,White/Caucasian,female,5,Annulus,9,10,19,0,-1,1,9,20,L,F,3,3,E,R,U,D,Y,O,N,P,L,I,G,Z,B,J,A,K,Q,X,H,F,T,S,W,V,C,M
31,20,White/Caucasian,female,5,Annulus,1,8,9,0,1,4,9,13,N,V,3,1,Q,Z,M,T,B,Y,J,X,N,W,D,S,V,F,L,E,U,R,I,A,C,H,K,G,P,O
31,20,White/Caucasian,female,5,Annulus,3,10,13,0,1,2,11,15,Y,M,3,3,L,X,W,I,Z,P,D,R,E,F,Y,O,S,Q,M,B,C,J,H,U,V,G,N,T,A,K
31,20,White/Caucasian,female,5,Annulus,1,9,10,,1,,10,,G,,2,2,O,Q,T,C,S,A,M,J,D,G,L,Z,R,B,W,H,X,U,F,I,K,N,V,Y,E,P
31,20,White/Caucasian,female,5,Annulus,6,8,14,0,9,-8,17,6,D,N,3,1,V,A,E,T,I,N,H,K,Z,C,X,M,L,R,Q,P,D,O,J,F,B,W,G,S,U,Y
31,20,White/Caucasian,female,5,Annulus,1,7,8,0,2,0,9,8,A,E,3,1,G,Z,Q,V,M,Y,I,E,A,N,D,L,X,U,R,S,H,B,W,F,T,K,P,J,O,C
31,20,White/Caucasian,female,5,Annulus,6,8,14,0,7,5,15,19,E,D,3,1,A,V,Y,P,X,U,F,K,G,L,T,N,S,I,E,Q,H,J,D,O,R,W,B,C,Z,M
31,20,White/Caucasian,female,5,Annulus,2,10,12,0,0,-5,10,7,G,D,2,1,W,Z,Q,V,N,E,D,H,I,G,J,A,C,S,M,B,L,P,Y,X,U,F,R,O,K,T
31,20,White/Caucasian,female,5,Annulus,6,6,12,0,1,5,7,17,D,E,2,1,Q,S,N,F,T,V,D,C,K,A,M,J,H,R,P,Y,E,O,B,I,U,W,X,L,Z,G
31,20,White/Caucasian,female,5,Annulus,9,7,16,0,1,9,8,25,B,E,2,2,I,O,W,Y,U,Q,G,B,S,C,T,L,P,X,R,M,Z,J,K,N,V,A,F,D,E,H
31,20,White/Caucasian,female,5,Annulus,6,9,15,,5,,14,,B,,,,I,K,E,G,N,J,Y,F,H,P,R,X,L,B,Q,U,Z,D,S,A,O,C,V,M,T,W
31,20,White/Caucasian,female,5,Annulus,2,9,11,0,1,-10,10,1,D,U,2,2,U,A,K,G,T,F,Q,C,I,D,H,O,P,N,M,X,J,W,Z,E,B,R,V,Y,S,L
31,20,White/Caucasian,female,5,Annulus,2,6,8,0,-4,7,2,15,E,Y,2,2,M,E,R,Q,L,N,H,U,S,J,V,G,X,P,Y,Z,O,I,A,F,W,K,D,T,C,B
31,20,White/Caucasian,female,5,Annulus,3,8,11,0,11,14,19,25,S,W,,2,J,R,N,D,P,I,V,L,X,T,Z,E,H,B,O,Q,A,C,S,F,M,G,Y,U,W,K
31,20,White/Caucasian,female,5,Annulus,1,7,8,,1,,8,,K,G,1,1,J,I,D,W,P,L,Q,K,E,N,R,H,O,T,U,Z,C,F,A,B,S,V,X,M,Y,G
31,20,White/Caucasian,female,5,Annulus,9,6,15,0,,-6,,9,G,H,2,1,Y,C,O,A,R,T,S,J,H,Q,K,V,I,P,W,N,D,X,M,E,L,Z,F,B,U,G
31,20,White/Caucasian,female,5,Annulus,9,8,17,0,2,2,10,19,S,E,1,1,Z,X,H,J,M,L,Y,C,P,S,V,B,T,F,U,Q,N,G,E,D,A,O,W,K,R,I
31,20,White/Caucasian,female,5,Annulus,1,8,9,0,,11,,20,S,J,2,1,Y,W,O,F,L,M,K,G,R,B,C,H,Z,E,U,V,X,T,I,J,D,N,Q,P,A,S
31,20,White/Caucasian,female,5,Annulus,2,8,10,0,0,-1,8,9,C,T,3,3,W,O,Q,B,A,P,K,C,T,U,Z,S,L,R,G,I,Y,N,X,V,H,D,J,F,M,E
31,20,White/Caucasian,female,5,Annulus,3,7,10,0,1,2,8,12,M,V,3,3,Z,E,F,Q,G,T,I,M,K,N,O,V,J,U,Y,H,X,A,C,D,W,L,P,S,R,B
31,20,White/Caucasian,female,5,Annulus,9,7,16,0,0,-2,7,14,L,H,3,3,Y,O,E,B,V,S,L,P,J,W,X,T,Q,H,U,Z,A,C,G,F,I,R,K,M,N,D
31,20,White/Caucasian,female,5,Annulus,2,10,12,0,0,-4,10,8,R,S,3,3,Y,N,G,H,C,J,O,S,K,R,Q,E,I,T,U,B,V,D,Z,X,A,F,W,L,M,P
31,20,White/Caucasian,female,5,Annulus,3,10,13,,1,,11,,M,H,,3,V,Q,D,X,Z,Y,U,N,B,W,M,O,F,K,T,S,A,G,C,L,R,I,P,J,E,H
31,20,White/Caucasian,female,5,Annulus,6,6,12,0,1,-1,7,11,A,H,2,2,D,B,U,T,K,M,A,Y,P,X,H,W,J,F,Z,O,G,E,C,V,R,S,Q,L,N,I
31,20,White/Caucasian,female,5,Annulus,1,6,7,0,1,13,7,20,L,A,3,1,Y,O,F,S,P,V,L,W,I,J,Q,Z,C,R,D,U,B,E,M,A,H,G,N,K,X,T
32,18,Hispanic or Latino,male,1,Annulus,6,10,16,,,,,,,,,,A,H,Y,V,T,S,F,W,R,K,X,E,O,C,D,M,B,G,Q,P,N,U,I,L,Z,J
32,18,Hispanic or Latino,male,1,Annulus,1,8,9,,,,,,,,,,L,T,E,C,U,X,H,P,O,Q,M,R,V,W,J,A,N,F,Z,D,Y,B,G,K,I,S
32,18,Hispanic or Latino,male,1,Annulus,3,10,13,,,,,,,,,,X,J,U,L,F,B,E,Q,C,N,H,Y,G,I,R,Z,W,M,T,P,D,O,S,V,A,K
32,18,Hispanic or Latino,male,1,Annulus,6,7,13,,,,,,,,,,E,D,S,P,I,L,F,B,O,Q,G,W,U,T,R,J,K,M,A,N,Y,Z,H,C,V,X
32,18,Hispanic or Latino,male,1,Annulus,2,9,11,,,,,,,,,,M,J,Z,O,N,P,L,A,W,C,K,V,I,R,X,G,D,F,E,S,T,B,Q,U,Y,H
32,18,Hispanic or Latino,male,1,Annulus,2,8,10,,,,,,,,,,I,B,Y,W,D,P,L,G,R,A,Q,N,X,E,H,M,O,C,Z,J,S,K,V,F,U,T
32,18,Hispanic or Latino,male,1,Annulus,9,10,19,,,,,,,,,,E,X,A,K,Q,N,J,D,Z,B,G,Y,I,F,S,P,T,C,V,M,L,R,U,H,O,W
32,18,Hispanic or Latino,male,1,Annulus,1,7,8,,,,,,,,,,R,W,Q,L,P,K,Z,B,T,N,V,C,J,I,A,E,M,O,H,Y,U,F,X,G,S,D
32,18,Hispanic or Latino,male,1,Annulus,6,9,15,,,,,,,,,,L,J,O,M,G,S,I,D,R,T,N,A,W,X,Z,K,U,E,Y,H,P,F,V,B,Q,C
32,18,Hispanic or Latino,male,1,Annulus,9,7,16,,,,,,,,,,P,I,Q,L,V,D,Y,A,C,H,G,B,S,W,M,R,K,U,F,T,N,Z,E,O,X,J
32,18,Hispanic or Latino,male,2,Annulus,1,10,11,0,0,13,10,24,P,W,2,1,L,G,H,R,K,B,U,O,Z,P,M,T,S,Y,A,N,C,Q,J,D,V,I,E,W,X,F
32,18,Hispanic or Latino,male,2,Annulus,9,10,19,0,0,0,10,19,O,X,3,2,Q,D,M,U,N,F,S,R,Z,O,J,Y,K,W,P,B,H,L,X,I,G,C,T,A,V,E
32,18,Hispanic or Latino,male,2,Annulus,3,8,11,0,0,11,8,22,M,L,2,1,F,I,Y,T,U,N,O,M,C,B,S,A,R,X,D,Z,W,H,P,J,K,L,Q,G,E,V
32,18,Hispanic or Latino,male,2,Annulus,6,10,16,0,0,1,10,17,W,Z,1,1,R,S,X,A,Y,J,E,G,T,W,O,K,D,V,H,B,Z,L,F,M,I,P,N,U,Q,C
32,18,Hispanic or Latino,male,2,Annulus,2,6,8,0,-2,9,4,17,J,O,2,1,R,H,X,J,E,K,T,F,W,U,A,G,C,N,V,I,O,B,P,M,D,S,L,Y,Q,Z
32,18,Hispanic or Latino,male,2,Annulus,2,9,11,0,0,-3,9,8,C,J,2,2,A,D,R,L,S,Z,F,J,C,O,Q,P,E,N,W,I,B,X,U,M,T,K,Y,H,G,V
32,18,Hispanic or Latino,male,2,Annulus,1,10,11,0,0,1,10,12,B,T,2,1,O,I,L,A,S,N,X,K,D,B,J,T,G,Y,W,H,E,U,P,M,Q,C,V,F,Z,R
32,18,Hispanic or Latino,male,2,Annulus,9,6,15,0,1,0,7,15,X,O,2,2,A,B,G,V,I,J,X,R,Q,L,S,P,N,U,O,F,T,W,K,D,C,H,M,E,Z,Y
32,18,Hispanic or Latino,male,2,Annulus,6,6,12,0,5,0,11,12,S,O,2,2,P,W,A,J,Z,V,B,F,M,T,S,O,I,K,D,C,G,Y,X,E,H,N,R,L,Q,U
32,18,Hispanic or Latino,male,2,Annulus,1,9,10,0,0,0,9,10,C,T,2,1,W,D,M,G,I,Q,K,Y,C,T,J,R,X,L,Z,B,N,E,A,O,V,U,S,H,F,P
